user_id,product_id,product_name,category,review_text,rating,review_length,sentiment_label,country,purchase_amount,purchase_date
U2102 ! !,P355 !,laptop !,accessories !,honestly speaking surprisingly good performance,2.9669270681751243,3.237969778490504,,USA,-50104.6627231039,2022-06-21
U1381 !,P232 !,keyboard !,accessories ! !,,4.746510449032614,,negative ! !,USA !,60133.633400436316,2022-01-11
U2198 !,P689,headphones,accessories,this product is value for money,4.844761956658727,5.068221751050675,neutral ! !,Australia ! !,74196.71390584545,2022-02-28
U1478 ! !,P142 ! !,keyboard,gadgets,this product is surprisingly good performance ! !,-0.6205691669324959,5.029145973669056,neutral ! !,India !,98269.90645667793,2022-03-11
U1134 !,P773 ! !,keyboard !,electronics,honestly speaking very good and useful,-0.6536188295515487,4.946403500641133,positive ! !,USA !,136649.94251997472,2021-03-05
U2193,P662 !,earbuds ! !,gadgets ! !,this product is disappointing and poor ! !,,5.0990205275510885, ! !,Australia ! !,110097.22292317823,2023-11-25
U2309,P569 !,keyboard ! !,electronics ! !,initially i thought excellent for daily use !,1.2924435990469065,6.687363494102712,neutral !,USA,126968.59476534909,2021-02-13
U2396 !,P499 ! !,mouse !,gadgets ! !,honestly speaking excellent for daily use !,1.1498368309761822,4.986858601225755,negative ! !,USA,65844.58973162646,2024-02-11
U1841,P187 !,phone,accessories,from my experience excellent for daily use,4.66045346918586,6.870086096745462,neutral !,Australia ! !,-16245.134208446485,2022-02-04
U1707,P871 !,smartwatch ! !,accessories,honestly speaking surprisingly good performance !,4.863351543433408,3.1372790843356415, ! !,Australia ! !,50725.09390985329,2022-09-04
U1744 !,P185 ! !,mouse ! !,gadgets,i feel the quality is value for money !,6.543892165311977,8.618427670054391,negative !,USA ! !,97350.8447274348,2024-04-14
U1071 ! !,P915 !,earbuds ! !,accessories ! !,i would say this item is very good and useful ! !,4.84804000738752,12.236799458457735,,USA ! !,123489.14910840007,2021-06-02
U1578,P600,camera ! !,accessories,after using this for some days value for money ! !,,10.326477588627837,negative ! !,UK ! !,-19917.588433087738,2022-11-04
U1945 !,P948 !,phone,electronics,overall my opinion is very good and useful,1.2552388533665584,8.588405779489008,negative !,Australia,104137.72688392972,2024-02-03
U2451 ! !,P395 ! !,mouse,gadgets !,this product is excellent for daily use !,,6.781802631911741,negative,Australia !,58661.51130394159,2024-03-30
U1825,P709,headphones ! !,accessories ! !, !,1.243813997524991,,positive ! !,UK !,147951.40645781616,2022-01-14
U1464,P179 !,headphones,gadgets ! !,from my experience average but acceptable ! !,6.5932322503974,5.174977306919559,negative !,USA,133789.2433880552,2024-04-02
U1081 !,P407,phone,gadgets,overall my opinion is very good and useful,2.924879855610445,8.534133092617974,neutral,UK ! !,83899.11647187336,2021-12-18
U1170,P215 ! !,mouse !,accessories !,overall my opinion is very good and useful !,6.563489290560484,8.67307331988872,positive !,India ! !,-31243.294119756338,2021-11-27
U1756 ! !,P585,mouse !,gadgets !,after using this for some days value for money !,3.040676290169264,10.363233342148538,neutral ! !,UK !,77587.36355352896,2022-10-12
U2409 !,P645 !,tablet !,accessories,i would say this item is below expectations,4.799700397813472,8.508708671168286,negative,UK ! !,-44542.94710958483,2023-04-23
U1603 !,P778 !,headphones !,gadgets !,overall my opinion is surprisingly good performance ! !,1.2334821221003232,6.802181005911691,positive,India !,-28797.095458542033,2021-10-22
U2362 !,P185 ! !,mouse ! !,accessories,i feel the quality is average but acceptable ! !,-0.4682456271277437,8.645110064052453,positive,UK,102749.79286710673,2023-02-07
U1035 !,P756,headphones !,accessories ! !,i feel the quality is excellent for daily use ! !,,10.466439162219523,negative ! !,UK,160900.5106224897,2021-06-03
U1487 ! !,P228,mouse !,electronics !,overall my opinion is disappointing and poor !,3.1063941393999026,6.916871182445154,negative,Germany !,4760.766804863302,2023-09-05
U2209 ! !,P352 ! !,earbuds,electronics !,initially i thought surprisingly good performance !,,5.225552028869113,negative !,USA ! !,-9471.68753270763,2023-10-08
U1189 ! !,P556 ! !,mouse ! !,gadgets !,after using this for some days average but acceptable ! !,,10.41378792940085,positive ! !,Germany !,53573.751272567875,2021-03-08
U1733 ! !,P332 ! !,mouse,accessories,after using this for some days excellent for daily use ! !,6.498309160975988,12.141992654163975,negative,UK !,12131.3663250202,2021-11-15
U1902 ! !,P550 ! !,tablet,gadgets ! !,from my experience excellent for daily use !,-0.6211266121080421,6.82969029292095,positive ! !,Canada,55937.930498530615,2022-01-19
U1475 ! !,P504 !,tablet,accessories !,this product is excellent for daily use ! !,6.657289876957627,6.773181198574755,positive ! !,UK !,103805.85877743532,2021-05-18
U2413 !,P790 !,earbuds !,accessories ! !,initially i thought disappointing and poor !,1.1832201029337233,5.066867962698983,positive,UK,,2021-08-08
U1461 !,P756 ! !,earbuds ! !,gadgets ! !, ! !,1.2989068428634987,,positive,UK,20764.47114337233,2024-04-07
U2189 !,P887 ! !,camera !,electronics !,i would say this item is below expectations ! !,,8.780215723521389,,Canada,28528.037819050624,2023-12-11
U2058 ! !,P295,camera ! !,accessories ! !, !,1.191371184849218,,negative !,Canada !,8407.802774358566,2022-06-30
U1188 !,P644 !,keyboard,electronics,honestly speaking below expectations,-0.6961899483971239,1.2617648354565993,,Australia !,-20165.972276984634,2023-12-25
U1151 ! !,P242,camera ! !,accessories,from my experience excellent for daily use ! !,,6.738382740588148,negative !,Australia ! !,-1195.273087088005,2021-04-22
U2373 !,P729,smartwatch,electronics,from my experience very good and useful,-0.5451642488851304,6.858232701202784,negative,USA ! !,,2024-04-04
U2172 ! !,P315 !,headphones !,gadgets ! !,overall my opinion is below expectations,4.7625203199145485,5.086543779959501,positive ! !,Canada,37385.32552219232,2021-10-15
U1495 ! !,P943 ! !,phone,accessories, ! !,6.408376287098584,, ! !,UK ! !,81274.0192357668,2021-04-07
U1862 ! !,P295 !,laptop !,electronics !,this product is below expectations ! !,4.806269661162948,3.250134163171003,negative,Australia ! !,18758.17332613219,2023-01-24
U1853,P290,tablet !,gadgets ! !,this product is excellent for daily use,3.0230568270476326,6.641070726216815,,India,37266.697395194366,2021-12-30
U1901,P942 !,phone !,accessories,i feel the quality is below expectations,3.020766409154271,6.787080990988268,positive,Australia,153162.6202920507,2021-10-16
U1582 ! !,P146 ! !,camera,gadgets,after using this for some days below expectations ! !,3.079466496474047,8.681491017309993,negative ! !,UK !,152156.6572700265,2022-01-13
U1530 !,P617 !,laptop !,accessories,overall my opinion is value for money !,4.716612000922027,6.750760830135132, ! !,Australia,48362.925002080185,2021-12-03
U1490 ! !,P336 ! !,keyboard ! !,electronics,this product is excellent for daily use ! !,,6.675680708903262,negative ! !,USA ! !,91845.78636166811,2024-03-19
U1569 ! !,P393 ! !,headphones ! !,accessories !,initially i thought below expectations !,6.676411456381283,3.2055916154920348,neutral,Canada ! !,88731.10060816885,2022-10-26
U1642,P531,mouse ! !,gadgets,overall my opinion is not worth the money,1.0666625968464785,8.546579889716424,negative,Australia ! !,115177.92267305647,2021-04-17
U2003 ! !,P169,keyboard ! !,electronics !,overall my opinion is disappointing and poor,3.014790916193644,6.843574914942753, ! !,Australia !,47763.927839989854,2021-03-18
U1815,P515 ! !,earbuds !,gadgets ! !,overall my opinion is value for money,,6.724528492201126,neutral !,India ! !,36587.74542504044,2021-09-22
U2142 !,P173 ! !,headphones ! !,accessories !, ! !,-0.6135305918400727,,,USA !,37125.21435798585,2023-12-04
U2346 !,P885,phone,accessories,from my experience below expectations !,4.816769358412296,3.0352820015822815,positive,USA ! !,-41554.987578140615,2021-07-05
U2119 !,P730 ! !,smartwatch ! !,electronics,i would say this item is average but acceptable ! !,,10.407456418318688,neutral !,Canada !,141392.92527987307,2021-10-09
U1924 ! !,P752 !,earbuds ! !,accessories ! !,i feel the quality is disappointing and poor,-0.6554779907707797,8.581456773155935,neutral ! !,Germany ! !,158088.30968620817,2022-11-05
U2004,P394 ! !,laptop,accessories !,i feel the quality is surprisingly good performance ! !,6.594635662534107,8.500712820396052,negative,India !,59888.47844460062,2021-12-18
U1304 ! !,P989 ! !,phone,gadgets,i would say this item is surprisingly good performance !,2.9154688843966103,10.409330972538639,neutral !,USA ! !,92422.71352991652,2022-06-30
U2474 !,P229,mouse ! !,accessories !,honestly speaking very good and useful ! !,6.515569188581681,5.0748131806262275,negative !,Germany,-26742.324924764118,2022-04-23
U2165 ! !,P344,laptop !,accessories,i would say this item is surprisingly good performance ! !,,10.377161109732635,positive ! !,USA,125765.55777230755,2021-07-22
U1022,P531,tablet,gadgets ! !,after using this for some days excellent for daily use !,,12.215175161138307,positive !,Australia !,111551.95424846883,2021-10-06
U1464,P652 !,earbuds !,accessories !,i feel the quality is very good and useful !,3.0392639400664923,10.415579423221477,neutral ! !,Canada !,-41372.90718805706,2023-06-28
U2284 !,P931 ! !,keyboard !,accessories,honestly speaking not worth the money,3.0248819396036986,4.899459778688686,neutral !,India ! !,527.9536389225826,2022-12-01
U1990 !,P259 ! !,camera ! !,accessories ! !,i would say this item is value for money !,,10.555717114680737,neutral,Canada !,-5839.004309786441,2024-01-10
U1028 !,P995,mouse !,electronics,i would say this item is average but acceptable,,10.357099917332267,negative ! !,India !,94654.47915041105,2024-04-03
U2101 ! !,P283 ! !,keyboard !,gadgets,i would say this item is very good and useful ! !,,12.245661948458878,negative ! !,Germany !,-22594.323356151304,2022-01-28
U2138,P930 ! !,mouse !,electronics ! !,i would say this item is average but acceptable,6.522957787920849,10.454549779634748,negative !,Germany ! !,50197.301077683995,2021-08-16
U1043 ! !,P560 !,keyboard ! !,gadgets !, ! !,-0.6405606848075519,,,USA ! !,-4499.993304689472,2022-04-28
U2262 !,P948 ! !,keyboard,accessories !,honestly speaking very good and useful !,6.62484449525809,5.04178606979789,neutral !,Canada,22161.244109018557,2023-07-07
U2406,P844 !,keyboard ! !,electronics ! !,from my experience not worth the money,1.247529235499809,6.813418976721853,negative !,USA,83917.67569037198,2023-07-05
U1298 !,P675 ! !,phone,gadgets ! !,from my experience disappointing and poor,,4.882696930361011,neutral !,UK ! !,38078.989478230455,2022-03-23
U1355,P303,laptop !,accessories ! !,from my experience not worth the money,,6.767989927902529,neutral,Germany,-27053.033609673304,2022-11-18
U1755,P972,laptop,gadgets ! !,i would say this item is surprisingly good performance !,1.2926389294285254,10.345964413321035,neutral,UK,129408.21444368653,2022-06-05
U2133 !,P630 ! !,keyboard,accessories !,initially i thought excellent for daily use ! !,-0.48501518030440965,6.757815412355287,negative !,USA !,71985.6364740486,2021-06-04
U2153,P747,keyboard,accessories ! !,this product is below expectations,3.0613285561456007,3.0916270010069047,positive ! !,Australia,-8556.781072237953,2023-10-04
U1488,P789 !,phone,gadgets ! !,after using this for some days excellent for daily use ! !,1.1982477826896916,12.28262160226444, ! !,USA ! !,139008.55021452717,2021-04-23
U1499 !,P636,earbuds !,accessories !,initially i thought below expectations ! !,2.9351639060956125,3.319993150530059,positive ! !,UK ! !,259.317979398588,2024-03-19
U1811,P395 !,earbuds,electronics,i would say this item is very good and useful ! !,1.1335981689798462,12.270957250802923,negative ! !,Australia !,80037.53347436535,2023-03-08
U2294 !,P888 ! !,laptop,electronics,honestly speaking not worth the money,3.029112279311898,5.093945271700343,neutral !,Germany,64403.91885821515,2021-07-16
U1879 ! !,P444 ! !,mouse !,gadgets !,i would say this item is average but acceptable ! !,1.221762064223398,10.36701845598525,positive !,Germany,82677.59150512858,2023-02-22
U2212 ! !,P138,earbuds,electronics !,initially i thought surprisingly good performance,1.2911725509416858,4.944101495110496,neutral,Germany ! !,,2021-06-27
U2487 !,P154 ! !,smartwatch ! !,electronics !,overall my opinion is below expectations ! !,-0.5618558901502061,4.932916550496159, ! !,USA,33460.485681331505,2023-05-03
U1702,P310 ! !,camera,gadgets !,i feel the quality is disappointing and poor ! !,1.0861124415563144,8.644714905063568,neutral !,USA !,19571.003064089902,2024-03-22
U1190 ! !,P500 !,camera ! !,gadgets ! !,this product is very good and useful,6.666488422394222,6.811945033100993,neutral ! !,India !,,2022-12-19
U1333 !,P565 !,smartwatch ! !,accessories ! !,after using this for some days excellent for daily use,1.1217650535790324,12.188032975379894,neutral ! !,Australia,8389.485083364054,2021-08-15
U2008 !,P756 ! !,headphones ! !,accessories !,i would say this item is excellent for daily use !,2.9651176012952134,12.295879967979156,positive !,Canada !,,2022-01-15
U1885,P741,headphones !,accessories,i would say this item is not worth the money !,4.809887876221853,12.22592350552494,neutral !,Canada,118626.91498620344,2023-06-14
U2432,P361,tablet ! !,electronics, !,6.733111724731246,, !,Australia !,89644.00880153356,2023-03-26
U1839,P538,keyboard ! !,accessories !,honestly speaking average but acceptable ! !,-0.38822607066550396,3.1405925417050495,negative ! !,UK,-2127.155184570409,2023-08-25
U1537 !,P881 ! !,camera !,gadgets !,after using this for some days excellent for daily use !,1.2350571351523723,12.247695486506899,positive,USA ! !,80535.92506793862,2023-04-20
U2485 ! !,P905,keyboard !,electronics,initially i thought very good and useful !,-0.6207084146445897,6.875965429541186,negative ! !,USA !,-6165.69983722363,2024-01-07
U1942 !,P915,headphones ! !,accessories,from my experience disappointing and poor !,1.2299588400686847,5.037454902879551,negative !,India !,6330.957800377653,2021-09-24
U1085,P819 ! !,camera !,gadgets ! !,honestly speaking disappointing and poor ! !,1.2548899717382354,3.3431674044553046,neutral ! !,USA !,108955.98159248804,2021-05-10
U1195,P159 !,earbuds,gadgets,honestly speaking surprisingly good performance !,1.1695866159866282,3.3225875784704635,neutral,UK,152195.5573229104,2021-09-16
U1686 !,P781 !,camera ! !,accessories,i would say this item is disappointing and poor,1.3189602270171257,10.428759971276557,positive !,Germany ! !,89386.08822489354,2022-06-24
U2241,P135 ! !,tablet ! !,accessories,this product is surprisingly good performance ! !,4.808466808088101,4.928201984092314,neutral !,USA,137359.8196093426,2021-07-08
U2327,P417 !,mouse,electronics, ! !,3.027363532730801,,positive ! !,Canada,-26787.737396234705,2023-03-23
U1296 !,P461,tablet !,electronics ! !,,-0.5607634689365371,,positive !,Canada,93225.60996645359,2022-10-06
U1660 ! !,P539 ! !,mouse,electronics ! !,this product is value for money !,1.2219871533191742,5.053292284201596,,Australia !,108313.53468252328,2023-08-25
U1246,P458 ! !,phone,gadgets ! !,from my experience not worth the money !,4.8514508694160146,6.937647499985367,positive !,Canada,156107.15611047155,2022-07-17
U2251 ! !,P800 !,mouse !,accessories,i feel the quality is value for money,1.1486487189648555,8.626906257837538,negative ! !,Australia !,159521.3830995321,2023-12-09
U1979 ! !,P674 ! !,tablet !,electronics ! !,after using this for some days excellent for daily use !,-0.6471895173236394,12.285944867110295,positive !,Australia,21286.407824300157,2022-10-28
U1347 ! !,P133 ! !,earbuds ! !,electronics !, !,2.9145576042524364,,neutral ! !,India !,-26917.504796234694,2023-09-22
U1876 ! !,P830,phone ! !,electronics ! !,this product is value for money !,4.823251862456104,5.043041386032933,positive !,Germany ! !,149911.86022115822,2022-06-24
U1810,P407 ! !,earbuds ! !,gadgets,this product is surprisingly good performance ! !,6.64721479836455,5.058804464957433,neutral !,UK !,113389.35810846019,2022-01-19
U1438,P293 ! !,earbuds !,gadgets,this product is excellent for daily use,1.224541775632944,6.638536030956913,positive ! !,Germany !,,2022-12-12
U2357 !,P661 ! !,headphones ! !,gadgets !,this product is average but acceptable !,1.3104378958530394,4.961611532662222,neutral,Germany ! !,169185.79438051005,2023-09-22
U2265,P112 ! !,tablet,accessories ! !,,6.591829562791402,,neutral ! !,Australia,-25601.022669513914,2022-11-08
U2251 !,P217 !,laptop ! !,gadgets !,i feel the quality is surprisingly good performance ! !,3.039435429839761,8.615670352218439,,Australia !,,2022-08-07
U2257 ! !,P271 ! !,camera !,electronics,overall my opinion is very good and useful !,,8.500073898976154,negative ! !,Germany !,-12073.809314467622,2022-12-23
U1934 !,P183,mouse !,gadgets ! !,i would say this item is very good and useful,1.164896745108244,12.00313151789068,neutral !,Australia !,62098.88608229169,2022-11-16
U1845 !,P634 !,camera ! !,gadgets ! !,after using this for some days average but acceptable ! !,-0.5586728596473306,10.36535671593686,positive,UK ! !,117618.05947208918,2023-05-11
U1562,P886 ! !,tablet !,accessories ! !,initially i thought very good and useful ! !,3.0521682433460624,6.788475878936679,positive ! !,Canada !,3054.851828248242,2021-03-29
U1452 !,P451 !,mouse !,accessories !,,4.771471589895236,,neutral ! !,USA !,144470.29577462873,2022-01-17
U1442 ! !,P842 ! !,phone ! !,accessories,after using this for some days very good and useful !,4.787169966782567,12.205345657146113, ! !,USA ! !,122604.3528574985,2022-10-17
U1592,P797 ! !,keyboard ! !,electronics ! !,i feel the quality is surprisingly good performance !,,8.633895538252215,positive ! !,Germany,,2023-07-14
U1302,P915 !,keyboard,electronics !,initially i thought below expectations,,3.2468070003607368,,USA ! !,-34074.79174864161,2023-04-30
U1187,P440 !,laptop !,electronics !,from my experience surprisingly good performance ! !,-0.5449174595819452,4.808962756927627,negative,Australia,84040.12276271122,2022-02-11
U2199 ! !,P268 !,camera ! !,accessories ! !,after using this for some days not worth the money,1.2328320722157962,12.090819001749862,positive,Germany ! !,143333.89946635478,2023-10-28
U2071 !,P860 !,keyboard,accessories !,i feel the quality is disappointing and poor,3.027569860286709,8.570162792723362,,USA !,153059.0222617883,2022-01-26
U2044,P566,phone !,electronics,i feel the quality is not worth the money ! !,4.795738469208472,10.439065326519888,neutral ! !,Australia ! !,-29684.440474364925,2022-05-21
U2327 !,P982 !,keyboard !,gadgets ! !,honestly speaking not worth the money,6.592723256176525,5.032547599724153,negative,Germany,-26110.06016494765,2023-11-14
U2458 ! !,P303,phone,electronics !,from my experience excellent for daily use ! !,4.745608273029777,6.831183053783099,,Australia,57836.68132270609,2023-05-18
U1310 ! !,P879 ! !,smartwatch !,accessories !,initially i thought surprisingly good performance ! !,1.2415594495560975,4.963970706140757,negative !,USA,111055.07485150517,2023-03-24
U1197 ! !,P183 ! !,keyboard ! !,gadgets ! !,from my experience excellent for daily use,-0.578056169357032,6.76835450201196,positive !,UK !,99797.92965116659,2024-02-19
U2473,P772 !,earbuds,electronics !,from my experience not worth the money,1.2269594214509052,6.73686603149897,negative,USA ! !,125182.75185450699,2021-10-19
U1852,P122 ! !,camera,electronics,initially i thought average but acceptable,,5.054469533169577,neutral !,Germany !,,2022-12-20
U1681 !,P987,smartwatch ! !,electronics !,from my experience surprisingly good performance !,4.640206188771484,4.921765277041302,negative !,Germany !,16889.09505070599,2021-10-24
U1124 !,P683,headphones,electronics,from my experience not worth the money ! !,3.0696797429713847,6.860901064554946,neutral !,UK,129429.8420609618,2021-07-22
U1243,P398 !,headphones ! !,accessories ! !,after using this for some days excellent for daily use ! !,,12.210435439922263, !,India,-10641.973031729261,2021-12-12
U1636 ! !,P841 !,laptop ! !,gadgets ! !,this product is not worth the money ! !,-0.668684311095612,6.790561606272334,negative ! !,Germany ! !,124914.2508805936,2022-08-14
U2081 ! !,P159 !,smartwatch !,accessories !,i would say this item is value for money ! !,3.041181793094034,10.342494162511096, !,Australia,96030.70381313108,2023-02-25
U1283,P705,mouse !,electronics,i feel the quality is average but acceptable ! !,-0.6354500909883917,8.487576860765282,negative ! !,USA,143517.44856737912,2023-05-16
U2368 !,P163 !,phone !,accessories !,this product is not worth the money !,,6.743205952639477,negative ! !,USA !,-37489.857677200904,2021-09-27
U1169 ! !,P291,phone !,accessories,this product is not worth the money ! !,3.0357830710354654,6.768167987164109,positive !,India ! !,58720.37118855997,2021-09-14
U1253,P469,headphones !,electronics ! !,i would say this item is disappointing and poor !,3.040482210999345,10.20793287703117,neutral ! !,USA,155964.28715104918,2021-04-17
U2111 !,P439 ! !,headphones ! !,accessories ! !,overall my opinion is below expectations,2.895792955154825,4.9785923520766335,neutral ! !,Canada,39059.6880127223,2021-03-26
U2422 !,P359 ! !,smartwatch,accessories ! !,this product is average but acceptable,-0.5222163970217456,5.066741538999523,neutral ! !,Canada !,11131.69246246732,2022-08-30
U2104 ! !,P483 !,headphones,gadgets ! !,this product is excellent for daily use !,6.610667990283243,6.838675922729808,negative ! !,India,,2023-10-15
U2428 ! !,P565 !,mouse !,gadgets,this product is surprisingly good performance ! !,-0.6338450446394068,4.955107325863092,negative !,UK,105335.44251855704,2024-02-02
U1880 ! !,P540 !,laptop ! !,accessories,i would say this item is below expectations ! !,,8.597789867101024,negative !,Australia ! !,119675.78749715304,2023-06-30
U1708 ! !,P563 !,tablet ! !,accessories !,i would say this item is below expectations ! !,4.666828664557591,8.5503955035496,neutral ! !,India !,-43837.09174240129,2023-12-27
U2073 !,P716,tablet ! !,electronics !,initially i thought very good and useful ! !,3.021074072609986,6.8057916866048584,neutral !,Germany !,76672.55461083495,2023-09-22
U2196,P553 !,phone,gadgets !,honestly speaking disappointing and poor ! !,,3.3151299637416534,positive,Germany,71898.66259072245,2022-08-17
U1318 !,P495 ! !,phone ! !,accessories !,from my experience disappointing and poor !,6.496730859438119,5.070210370352001,positive,Germany !,-12985.957649505872,2022-02-04
U1572 ! !,P597 !,phone !,accessories !,from my experience value for money !,2.884751420149437,5.035027748633514,negative !,Australia !,20589.97967840273,2022-05-17
U2375,P794,mouse ! !,gadgets !,i would say this item is very good and useful !,-0.5292234938688728,12.155368302016692,negative,Germany ! !,95266.81013252286,2021-02-26
U1259 !,P856 ! !,headphones !,electronics ! !,this product is value for money,-0.652199159399793,5.053034915852208,negative !,Germany !,-33279.96863788038,2021-12-30
U1466,P621 ! !,earbuds,gadgets,after using this for some days not worth the money,1.300500401682177,12.06153906748699,negative ! !,India ! !,134680.87689010927,2021-06-27
U1168 !,P956 !,mouse,electronics !,initially i thought surprisingly good performance !,6.554398924042558,4.9742703375890525,neutral !,Australia ! !,103596.36944935693,2023-11-08
U2471,P866 ! !,phone ! !,electronics,i would say this item is very good and useful !,2.8716911578383546,12.2399720568575,positive ! !,UK,,2023-11-17
U1052 !,P880 ! !,camera,electronics ! !,this product is below expectations,4.713401925241075,3.2522870133690795,neutral,India !,103724.38215185057,2022-11-01
U1250 !,P572 !,phone,accessories, !,-0.5205314259996552,,positive ! !,Canada,144831.80699259482,2021-06-22
U1610 ! !,P827 !,tablet ! !,gadgets ! !,from my experience not worth the money,2.981218759220777,6.817270517032443,neutral ! !,Australia !,114079.90176059028,2024-03-15
U2334 !,P553,smartwatch,gadgets,i feel the quality is excellent for daily use,1.1535174681352311,10.378720458617352,,Australia !,34592.17984079929,2022-02-08
U1915 ! !,P369 ! !,camera !,electronics ! !,honestly speaking surprisingly good performance !,3.003521345725524,3.236377960645798,neutral !,Australia !,-44308.78974143265,2024-01-22
U2134 !,P105 !,headphones ! !,accessories ! !,i would say this item is excellent for daily use !,1.227648717600228,12.119221320628343,positive !,UK ! !,,2022-03-01
U2498,P940 ! !,headphones !,electronics ! !,this product is disappointing and poor,-0.5288909533148933,4.927722885697847,negative !,Australia !,161034.71154785366,2022-06-04
U1621,P101 !,tablet,accessories ! !,overall my opinion is excellent for daily use !,3.0944835708826575,8.59895278983326,positive !,India !,76111.86268770318,2022-09-25
U1310 ! !,P726,mouse ! !,accessories !,from my experience average but acceptable ! !,,5.007712048236989,negative ! !,UK ! !,20871.812680670188,2021-05-11
U2445 !,P122 !,tablet !,accessories !,initially i thought surprisingly good performance,4.698610321305372,4.8506363970902795,negative ! !,USA,5337.350369399552,2023-02-28
U1898 ! !,P384 !,earbuds ! !,electronics ! !,from my experience value for money,6.563035436498749,5.029868841098137,positive,India,164065.57245586268,2022-11-04
U1221,P428,earbuds !,gadgets,i would say this item is average but acceptable ! !,,10.45482585479927,positive,Canada ! !,18666.146039389325,2021-08-30
U2023 !,P593 !,mouse !,accessories,initially i thought very good and useful ! !,1.1241866329808965,6.788027983233078,neutral ! !,USA !,141906.3705520006,2022-07-24
U2427 ! !,P307,headphones ! !,electronics !,i would say this item is value for money ! !,1.1246531353284228,10.58069758314411,neutral,Australia,128507.11245359604,2023-07-17
U1615,P369 ! !,tablet !,accessories,initially i thought not worth the money !,3.016494836794584,6.7404333077818,neutral !,UK ! !,69430.78415991887,2023-11-23
U1728,P977 ! !,tablet ! !,gadgets ! !,after using this for some days surprisingly good performance ! !,-0.611210062799495,10.365725558595704, ! !,Australia ! !,150581.8814944211,2022-01-09
U2009 !,P838 ! !,mouse,electronics ! !,overall my opinion is value for money ! !,-0.6054600254952192,6.763055278437438,positive,UK !,1556.4520423118618,2022-12-09
U1230 !,P389 !,phone !,gadgets,initially i thought very good and useful !,1.1386775202885082,6.788114239607043,neutral,Australia,-44212.20606110595,2023-12-18
U1580 !,P673,phone !,electronics !,after using this for some days not worth the money ! !,2.975959142309361,12.168268736831731,positive !,Germany ! !,21276.801018342143,2023-12-08
U1236 ! !,P578 !,tablet !,gadgets !,after using this for some days very good and useful,4.726977014108189,12.083547938322331,positive ! !,Canada !,-32792.29570964412,2022-05-24
U2405 ! !,P827 !,laptop !,electronics,from my experience excellent for daily use ! !,4.855069497549049,6.7511511933051125,,USA ! !,1114.7112652179794,2023-07-27
U1454 !,P959 !,smartwatch,electronics !,overall my opinion is average but acceptable ! !,6.665309582370081,6.786429931969315,,Australia ! !,144789.38627305115,2023-05-08
U1509 !,P555,phone ! !,electronics,i would say this item is disappointing and poor !,2.8618902550658043,10.4906480918228,neutral,UK ! !,15096.341278468386,2022-07-25
U1854 !,P672 !,mouse ! !,electronics,from my experience below expectations !,1.126604425934441,3.367163528761272,positive !,UK,-2982.0746959325134,2024-02-01
U1724,P365 !,phone ! !,gadgets !,from my experience surprisingly good performance ! !,1.0865749224002843,5.099048914623741,negative,Canada,-2227.433342683105,2021-11-16
U1356 !,P636,camera,electronics,from my experience below expectations ! !,1.1463352194750998,3.1331686508307444,negative ! !,UK,32549.989046862105,2021-07-17
U2036 ! !,P978,headphones,accessories !,from my experience below expectations,6.586334194952984,3.139421571652076,neutral !,UK,167978.81036268323,2023-06-29
U1610,P854 ! !,headphones ! !,electronics ! !,i feel the quality is not worth the money !,-0.710115229670108,10.38158065063527,negative ! !,Australia !,,2022-07-17
U1884 !,P568,phone ! !,electronics ! !,from my experience value for money,,5.134340021740544,neutral !,Canada ! !,109381.385090096,2022-11-20
U2052 ! !,P968 ! !,phone,accessories !,i feel the quality is very good and useful,4.721348764147123,10.38110164097361,neutral,Australia ! !,-1385.6612685651248,2021-12-22
U1724,P711 ! !,camera,gadgets,i feel the quality is below expectations ! !,,6.6897799269923,negative ! !,UK ! !,-7321.401655412442,2023-01-26
U2211,P549 !,mouse !,electronics ! !,i feel the quality is average but acceptable ! !,-0.6028799117742304,8.554716661923223,,Australia ! !,-47895.12698163104,2023-08-23
U1403 ! !,P829 !,tablet ! !,gadgets,i would say this item is not worth the money ! !,-0.6587275096854558,12.25359424939094,positive ! !,India,,2023-02-03
U2287 ! !,P910 !,smartwatch ! !,gadgets ! !,i feel the quality is surprisingly good performance,-0.5952924465694608,8.648319995552702,positive,Germany,150699.96341498152,2021-02-23
U2302,P735 !,phone ! !,electronics !,i feel the quality is value for money,6.553630931640373,8.578367481731865,positive,UK ! !,93020.11478514744,2021-05-14
U2197 ! !,P428 !,mouse ! !,accessories,honestly speaking disappointing and poor !,1.1730467271035114,3.247807184456923,neutral ! !,Germany,-6018.7052243804865,2023-03-01
U2066,P815 !,earbuds ! !,gadgets !, !,-0.48963554870560533,,negative !,UK,-26700.688584363015,2022-03-18
U1658,P347 !,headphones !,electronics,this product is excellent for daily use !,,6.802260768512967,positive ! !,Canada,138303.14358862553,2022-05-12
U1216,P811 ! !,tablet,gadgets ! !,overall my opinion is not worth the money !,-0.699521240510792,8.661737912659657,positive !,India,-2368.4711986032826,2023-01-15
U1636,P491 ! !,earbuds !,electronics !,i would say this item is value for money !,3.0508008111852525,10.328651281723616,negative ! !,Canada ! !,64884.0364409637,2024-01-12
U1217 !,P999 !,camera !,gadgets ! !,after using this for some days not worth the money !,1.24950636374778,12.128378180144344,negative ! !,USA !,-41167.70285897967,2022-10-07
